revenue,net profit,operating profit,non-controlling profit,eps,operating-eps,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
1264173785600.0,279809711200.0,279809711200.0,135953592800.0,,,12243573600.0,1477001808000.0,2512201600.0,,754302924800.0,98668308800.0,,211559042400.0,643941817600.0,304864300800.0,189628037600.0,64361150400.0,275583060800.0,992869649600.0,2849671489600.0,415367079200.0,23988646400.0,14656529600.0,7646960604000.0,,283078755200.0,8639830253600.0,377729511200.0,3744492547200.0,125000000.0,48584130400.0,125000000.0,501750904000.0,-468127100800.0,-227685316000.0,,,754302924800.0,87992967200.0,,104238941600.0,9435908000.0,161901392800.0,1083368000.0,,22172679200.0,123627440800.0,95549269600.0,201712,MINERA
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,11.0,201712,MINERA
85353290000.0,7084575000.0,7084575000.0,742000.0,,,,150148245000.0,,,136694814000.0,30119171000.0,,24231213000.0,69283239000.0,8555365000.0,593453000.0,,1052719000.0,121030386000.0,171503592000.0,,1066511000.0,910872000.0,119882986000.0,,250154000.0,240913372000.0,129267823000.0,69362240000.0,206884211.0,51700840000.0,206884211.0,-53252051000.0,4182775000.0,11193953000.0,,,136694814000.0,25307144000.0,3200000.0,,,56420146000.0,,,127402000.0,805120000.0,,201712,MOLLER
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,201712,MOLLER
649284412800.0,59754942400.0,59754942400.0,775782400.0,,,6957798400.0,666148588800.0,,,588063514400.0,,,111629329600.0,501175885600.0,80747280800.0,31944961600.0,-15662622400.0,183985432800.0,658156666400.0,607997485600.0,142375010400.0,4314532000.0,17720264000.0,432949460000.0,,981849600.0,1091106126400.0,322523199200.0,479742624000.0,132999304.0,226503460000.0,132999304.0,102795713600.0,43182442400.0,-177689776800.0,,,588063514400.0,62180777600.0,3030400.0,33410160000.0,125761600.0,75502416000.0,1452319200.0,,68968116000.0,,57516234400.0,201712,MOLYMET
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,12.0,11.0,201712,MOLYMET
5010629000.0,534117000.0,534117000.0,,,,,5313375000.0,,,2255235000.0,710720000.0,,613426000.0,3069268000.0,594474000.0,728939000.0,,1063883000.0,2614914000.0,706751000.0,,,,14671388000.0,,,17286302000.0,706751000.0,16579551000.0,28875307.0,,28875307.0,843930000.0,-163407000.0,-294245000.0,,,2255235000.0,1503490000.0,,285861000.0,-2078000.0,1249446000.0,,,1062761000.0,,2005228000.0,201712,MUELLES
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201712,MUELLES
385437333600.0,66840775200.0,66840775200.0,15623984800.0,0.0479,0.0479,,386936624000.0,,,338124456000.0,,,63834618400.0,274552724800.0,91492321600.0,197733600.0,2903123200.0,73849332800.0,281943870400.0,186312780000.0,,1631870400.0,1636416000.0,151039681600.0,,17204338400.0,432983552000.0,90062730400.0,190305332000.0,1410665600.0,24863674400.0,1410665600.0,60381477600.0,-14252728800.0,-38633054400.0,,,338124456000.0,30797197600.0,,9257872000.0,-7576000.0,41358141600.0,,,4987280800.0,6234290400.0,6840370400.0,201712,MULTIFOODS
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,MULTIFOODS
70058000.0,39182028000.0,39182028000.0,4114269000.0,,,,,,,721685000.0,,,559858000.0,776172000.0,39182028000.0,,,1263463000.0,77046935000.0,11156322000.0,72098128000.0,,11899000.0,44438603000.0,173740000.0,,121485538000.0,669573000.0,99090171000.0,141868925.0,,141868925.0,1255891000.0,-6006687000.0,4087358000.0,,,721685000.0,63813000.0,,,,,,,14264000.0,1247199000.0,,201712,NAVARINO
11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,201712,NAVARINO
457335846400.0,34799598400.0,,12052658400.0,,,1543231200.0,673746559200.0,266675200.0,,528177507200.0,3285711200.0,,64142961600.0,352694619200.0,43504422400.0,36723144800.0,20240799200.0,54220674400.0,149697972000.0,530155600800.0,7796461600.0,11399607200.0,274251200.0,732416618400.0,221976800.0,82451880800.0,882114590400.0,146483475200.0,236508325600.0,6909829902.0,5222894400.0,6909829902.0,82193539200.0,-82069292800.0,-3079644000.0,,,528177507200.0,47847743200.0,96215200.0,12923140800.0,980334400.0,63739918400.0,,,24005313600.0,1415954400.0,,201712,NAVIERA
11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201712,NAVIERA
11757158000.0,-165898000.0,-165898000.0,-10980000.0,-166.5785,-166.5785,-11427000.0,13146787000.0,5441000.0,,7621416000.0,879198000.0,,1061714000.0,9006803000.0,-152666000.0,399115000.0,97897000.0,1888433000.0,10311945000.0,4812126000.0,,4272000.0,573889000.0,5265456000.0,,85852000.0,15577401000.0,2459410000.0,10545825000.0,930000.0,6201233000.0,930000.0,1707155000.0,-208281000.0,-49322000.0,,,7621416000.0,3017700000.0,,99975000.0,-12124000.0,1732046000.0,27193000.0,,690957000.0,1195781000.0,2836336000.0,201712,NIBSA
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,11.0,201712,NIBSA
,11790528800.0,11790528800.0,170460000.0,,,,,,,1173522400.0,447741600.0,,87124000.0,,7147956000.0,,,3678148000.0,25284900000.0,343436747200.0,7174472000.0,,,441251998400.0,,,466536898400.0,202391324800.0,121150088800.0,104641424191.0,,104641424191.0,12893594400.0,,-22606784000.0,,,1173522400.0,353041600.0,,3331167200.0,142428800.0,,,,1405348000.0,,340920000.0,201712,NITRATOS
12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,11.0,201712,NITRATOS
,53069122400.0,53069122400.0,14474705600.0,,,,,,,3741786400.0,1872787200.0,,333344000.0,,42411205600.0,,,49235666400.0,124121396000.0,597654730400.0,31975265600.0,,,1554253522400.0,668887312800.0,,1678374918400.0,61426965600.0,818407248800.0,105961665413.0,,105961665413.0,41376324000.0,-3141009600.0,-41955888000.0,,,3741786400.0,2081884800.0,,15252760800.0,546987200.0,,,,5215318400.0,,2072036000.0,201712,NORTEGRAN
12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,11.0,201712,NORTEGRAN
397159914000.0,6603797000.0,6603797000.0,,,,622086000.0,548123923000.0,,,361785080000.0,173603496000.0,,74565022000.0,249863097000.0,-3669992000.0,9077743000.0,8133420000.0,14054492000.0,242444424000.0,220860870000.0,356689000.0,6516406000.0,5429724000.0,93651648000.0,,29397058000.0,336096072000.0,114895751000.0,115235202000.0,1997235044.0,56819900000.0,2995835919.0,-8925168000.0,-3442590000.0,1384067000.0,,,361785080000.0,52820697000.0,,,,140408702000.0,,,904457000.0,6091735000.0,,201712,NUEVAPOLAR
11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,201712,NUEVAPOLAR
132258000.0,35086000.0,35086000.0,47000.0,,,,59134000.0,,,75292000.0,,,27879000.0,47482000.0,39193000.0,,,154749000.0,959881000.0,77562000.0,,,,3526507000.0,,10316000.0,4486388000.0,77562000.0,4403060000.0,,,,-7250000.0,-135935000.0,,,,75292000.0,,,,,,,,,,,201712,OLDBOYS
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,201712,OLDBOYS
,53460044000.0,53460044000.0,7065377600.0,,,,,,,2191736800.0,1262161600.0,,153792800.0,,48938687200.0,,,44609003200.0,376142339200.0,444359673600.0,25238686400.0,,,1115039468000.0,368700434400.0,,1491181807200.0,49282637600.0,954233564800.0,136927891634.0,,136927891634.0,33799566400.0,-12717073600.0,-14251971200.0,,,2191736800.0,785631200.0,,15497465600.0,306828000.0,,,,2862212800.0,,790176800.0,201712,ORO BLANCO
12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,11.0,201712,ORO BLANCO
144252755000.0,18197831000.0,18293551000.0,,,,,163396639000.0,,,132469527000.0,,,15223606000.0,93828657000.0,24211351000.0,3313303000.0,,4535438000.0,44640083000.0,62970426000.0,,277969000.0,3313638000.0,88816009000.0,,,133456092000.0,25272646000.0,70485660000.0,24886705.0,12168489000.0,24886705.0,24670176000.0,-2004717000.0,-23942095000.0,,,132469527000.0,12716837000.0,127659000.0,17796502000.0,157000.0,26762924000.0,,,2586228000.0,1943249000.0,,201712,OXIQUIM
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201712,OXIQUIM
182215067000.0,99467569000.0,99467569000.0,10478040000.0,,,5730163000.0,275273881000.0,,,92078901000.0,,,41203712000.0,39346715000.0,142844424000.0,3909653000.0,,146599021000.0,230266919000.0,1137804771000.0,2315000.0,26932053000.0,3701448000.0,1848307271000.0,14881438000.0,14136589000.0,2078574190000.0,94405776000.0,798174870000.0,897746765.0,,910242447.0,116387865000.0,-98736362000.0,-27497475000.0,,,92078901000.0,20684345000.0,,31779351000.0,-2363708000.0,23856359000.0,,,1753533000.0,,21989778000.0,201712,PARAUCO
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201712,PARAUCO
,41052828800.0,41052828800.0,,,0.4335,,,,,380315200.0,3042521600.0,,14323943200.0,,41077072000.0,,,12404184800.0,37203463200.0,67564283200.0,12576917600.0,3030400.0,15909600.0,1913936244000.0,472742400.0,,1951139707200.0,33354855200.0,1883575424000.0,125000000.0,,125000000.0,7233564800.0,11461730400.0,-13743621600.0,,,380315200.0,215158400.0,,8541182400.0,377284800.0,,,,4545600.0,,248492800.0,201712,PASUR
12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,11.0,201712,PASUR
166925016000.0,24656861000.0,24656861000.0,2847653000.0,76.96,76.96,809519000.0,164089244000.0,,,150033703000.0,376943000.0,,11302683000.0,117369791000.0,30859301000.0,776928000.0,-1025861000.0,22799884000.0,200433602000.0,255171034000.0,71444000.0,19474227000.0,,214330416000.0,,539895000.0,414764018000.0,128230733000.0,152346833000.0,283369203.0,136586648000.0,283369203.0,4770939000.0,-4187223000.0,-1053658000.0,,,150033703000.0,,27727000.0,8217707000.0,,14240728000.0,,,494264000.0,21063283000.0,,201712,PAZ
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,11.0,11.0,12.0,10.0,12.0,12.0,10.0,10.0,12.0,201712,PAZ
152501383000.0,76860591000.0,76860591000.0,,125.0,125.0,,186552516000.0,,,49547763000.0,21390699000.0,,11015027000.0,,103206672000.0,7400135000.0,-611938000.0,24563000.0,35369243000.0,86572150000.0,,,,186760346000.0,,86463000.0,222129589000.0,38310560000.0,135557439000.0,612625641.0,,612625641.0,82838160000.0,-1327619000.0,-81486038000.0,,,49547763000.0,138864000.0,,78143108000.0,,10774374000.0,,,24563000.0,,167213000.0,201712,PEHUENCHE
11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,201712,PEHUENCHE
135326399000.0,-1042570000.0,-1042570000.0,,-1042570000.0,-1042570000.0,,158093230000.0,,,120866507000.0,8190217000.0,,20898435000.0,89185189000.0,388138000.0,6981974000.0,,9363209000.0,53217659000.0,48403617000.0,1980766000.0,,2163491000.0,86039086000.0,,4221562000.0,139256745000.0,35834143000.0,90853128000.0,17874655.0,15834123000.0,17874655.0,-299897000.0,-1051032000.0,-2144946000.0,,,120866507000.0,29428677000.0,57041000.0,1140125000.0,,23633343000.0,,,1060047000.0,8251936000.0,29428677000.0,201712,POLPAICO
11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,POLPAICO
,15383068000.0,15383068000.0,,,,,,,,652293600.0,387133600.0,,65153600.0,,10232903200.0,,,3055400800.0,38767149600.0,304307464800.0,7174472000.0,,,441251998400.0,,,480019148000.0,163271891200.0,175711683200.0,1936000221.0,,1936000221.0,13548918400.0,,-22364352000.0,,,652293600.0,279554400.0,,4200134400.0,93942400.0,,,,782600800.0,,287888000.0,201712,POTASIOS
12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,11.0,201712,POTASIOS
174720742400.0,29403971200.0,29403971200.0,,0.2897,0.2897,,214710658400.0,,,113673334400.0,490167200.0,,24106074400.0,124278219200.0,37322406400.0,23486357600.0,440165600.0,51951662400.0,86367157600.0,79438148000.0,,3131918400.0,,259707552800.0,,87170971200.0,346074710400.0,49772804800.0,266636562400.0,133997600.0,15245184800.0,133997600.0,51091028800.0,-32249516800.0,-3788000000.0,,,113673334400.0,31180543200.0,,,8333600.0,12565553600.0,,,589412800.0,,,201712,PUCOBRE
11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,201712,PUCOBRE
90312738400.0,-1377316800.0,-1377316800.0,,,-0.0079,2372045600.0,100857772800.0,,,37396651200.0,2755391200.0,,9010136800.0,71337888800.0,-2440987200.0,20313528800.0,12989809600.0,34495043200.0,70317401600.0,285043212000.0,13636800.0,1715206400.0,1453076800.0,447218098400.0,,183024796000.0,517535500000.0,33761686400.0,232491530400.0,230000000.0,922756800.0,230000000.0,31344942400.0,-27065260000.0,20568082400.0,,,37396651200.0,34525347200.0,,2020519200.0,695476800.0,10145779200.0,,,6716881600.0,4077403200.0,36678446400.0,201712,PUERTO
11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,PUERTO
20943274000.0,-843983000.0,-843983000.0,-23000.0,,,,26605016000.0,,,11220189000.0,,,9786754000.0,9764694000.0,-1070534000.0,2470562000.0,,5104160000.0,20911823000.0,114700045000.0,,199141000.0,359788000.0,242136340000.0,,41230312000.0,263048163000.0,16874729000.0,148348015000.0,75089162.0,,75089162.0,12090265000.0,-20567662000.0,12215752000.0,,,11220189000.0,2442501000.0,6000000.0,2547832000.0,-8600000.0,3323162000.0,62514000.0,,1564968000.0,3513863000.0,2593377000.0,201712,PUNTILLA
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,11.0,201712,PUNTILLA
70058000.0,41691368000.0,41691368000.0,7835312000.0,,,,,,,761465000.0,,,559858000.0,776172000.0,41691368000.0,,,1711841000.0,78645564000.0,14958755000.0,72138805000.0,,11899000.0,57800424000.0,173740000.0,,136445988000.0,728943000.0,99778214000.0,122019272.0,,122019272.0,1691482000.0,-6129139000.0,4109418000.0,,,761465000.0,63813000.0,,,,,,,23954000.0,1685887000.0,,201712,QUEMCHI
11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,201712,QUEMCHI
3127828000.0,1142273000.0,1142273000.0,-46000.0,,,,3695751000.0,,,2958647000.0,3110000.0,,522784000.0,2234648000.0,1207414000.0,75944000.0,,392354000.0,1646608000.0,1691995000.0,,17408000.0,34698000.0,24785627000.0,,11159000.0,26432235000.0,1531642000.0,24739212000.0,20000000.0,812970000.0,20000000.0,152810000.0,-60732000.0,137627000.0,,,2958647000.0,917708000.0,,,3127000.0,220973000.0,,,346856000.0,,369200000.0,201712,QUILICURA
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,11.0,201712,QUILICURA
2381154111000.0,449331556000.0,-50410259000.0,340591746000.0,,,14737473000.0,2486786649000.0,81351663000.0,,2259254958000.0,97229670000.0,,206029556000.0,2025229943000.0,14752625000.0,70005305000.0,50705022000.0,273213861000.0,876108615000.0,31429629367000.0,184393213000.0,24820045000.0,14724179000.0,4282127528000.0,853376498000.0,359670452000.0,37982419835000.0,432363697000.0,2963713130000.0,0.0,99512693000.0,1662759593.0,1171101796000.0,-1380962778000.0,68959285000.0,-261076049000.0,-1119886729000.0,2259254958000.0,147217428000.0,17073230000.0,108977919000.0,-63964316000.0,225010317000.0,,,51977553000.0,15819308000.0,150694372000.0,201712,QUINENCO
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,QUINENCO
6794808000.0,-777443000.0,-777443000.0,12806000.0,-777443.0,-777443.0,,7689316000.0,,,4484149000.0,,,1231371000.0,4810685000.0,-733261000.0,1054749000.0,,105909000.0,2137044000.0,5220055000.0,,177662000.0,152450000.0,5596987000.0,,546405000.0,7734031000.0,3215669000.0,2501170000.0,5257066283.0,311564000.0,5257066283.0,-33318000.0,-590800000.0,641714000.0,,,4484149000.0,3238935000.0,,,,1082383000.0,,,91789000.0,,,201712,REBRISA
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201712,REBRISA
1674747670000.0,85851441000.0,90803154000.0,8246000.0,,,,2996671895000.0,,,2597766207000.0,,,344769554000.0,1058777646000.0,100492174000.0,39452976000.0,22342225000.0,145643161000.0,1365956707000.0,1848074862000.0,97090073000.0,10564519000.0,13770796000.0,1427045888000.0,21103426000.0,74360744000.0,2793002595000.0,1157812230000.0,944630784000.0,1936052298.0,257176601000.0,1936052298.0,101700770000.0,-9618935000.0,-75403504000.0,,,2597766207000.0,244654833000.0,1730291000.0,21192807000.0,-2955330000.0,596591712000.0,771574000.0,,29815483000.0,30791594000.0,253234094000.0,201712,RIPLEY
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,10.0,11.0,201712,RIPLEY
667919537000.0,24739486000.0,24739486000.0,15189000.0,0.549548762,0.549548762,,852601511000.0,,,478360959000.0,,,139352908000.0,600925071000.0,30754461000.0,10254617000.0,,51468478000.0,393756110000.0,627681801000.0,570630000.0,6580170000.0,,598675955000.0,21459521000.0,65758612000.0,992432065000.0,407115943000.0,363577718000.0,449900787.0,105245246000.0,449900787.0,54902835000.0,-44850085000.0,1452868000.0,,,478360959000.0,306022715000.0,7201978000.0,,,149729205000.0,,,45392577000.0,3000469000.0,340362084000.0,201712,SALFACORP
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,SALFACORP
153845832000.0,24031829600.0,24031829600.0,,31721000.0,31721000.0,,169806191200.0,,,122535739200.0,,,54341890400.0,109745178400.0,32531344000.0,8091168000.0,2975852800.0,640929600.0,150743460000.0,149494177600.0,23485600.0,5334261600.0,772752000.0,81085170400.0,,5366080800.0,231828630400.0,60013284000.0,82334452800.0,66000000.0,28917592000.0,56818008.0,27953924800.0,-12179177600.0,-15945207200.0,,,122535739200.0,17147518400.0,197733600.0,,-432589600.0,18399073600.0,,,598504000.0,,,201712,SALMOCAM
