revenue,net profit,operating profit,non-controlling profit,eps,operating-eps,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
10667022000.0,5700524000.0,5700524000.0,371523000.0,,,,11259591000.0,,,6077436000.0,,,2124723000.0,5816910000.0,5763040000.0,312093000.0,,1707271000.0,20644151000.0,22245224000.0,15306000.0,1541638000.0,71819000.0,79853807000.0,,8339000.0,100497958000.0,5274366000.0,77505101000.0,1261849619.0,3173640000.0,1261849619.0,958790000.0,1998996000.0,-1543457000.0,,,6077436000.0,1176186000.0,,,-11334000.0,1638340000.0,,,1682530000.0,,,201712,HIPERMARC
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,201712,HIPERMARC
12758338000.0,101306000.0,101306000.0,,72.0,72.0,,14883507000.0,,,6580911000.0,,,2261195000.0,9468555000.0,387288000.0,1236921000.0,151810000.0,2038112000.0,4367480000.0,11437593000.0,42844000.0,,343524000.0,44105439000.0,149111000.0,44428000.0,48472919000.0,3344316000.0,37035326000.0,1400.0,229430000.0,1400.0,1561741000.0,-761009000.0,-595861000.0,,,6580911000.0,4459896000.0,,308000000.0,57620000.0,1477062000.0,,,515537000.0,,4459896000.0,201712,HIPICO
11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201712,HIPICO
10772686000.0,132396000.0,132396000.0,,,,,26070153000.0,372816000.0,,18201089000.0,824554000.0,,2320185000.0,7671084000.0,8468000.0,1185686000.0,,501429000.0,2483243000.0,4762727000.0,151839000.0,143056000.0,,21776616000.0,,426510000.0,24259859000.0,3580562000.0,19497132000.0,69071.0,37347000.0,69071.0,745717000.0,-1544540000.0,-194969000.0,,,18201089000.0,4139684000.0,,194969000.0,,1437930000.0,,,,,,201712,HIPODROMO
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,201712,HIPODROMO
311870350000.0,13380646000.0,13380646000.0,2468000.0,35.4742,35.4742,,371979929000.0,,,302030709000.0,118303000.0,,42332459000.0,186307157000.0,16356018000.0,9356599000.0,5793783000.0,50080132000.0,223937569000.0,185472243000.0,5738001000.0,1149971000.0,7390310000.0,111277997000.0,,10866339000.0,335215566000.0,73730681000.0,149731785000.0,377124663.0,40629090000.0,377124663.0,28560628000.0,-10147972000.0,13350898000.0,,,302030709000.0,42098417000.0,,8044861000.0,,117847791000.0,,,3736689000.0,7924400000.0,47578616000.0,201712,HITES
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,201712,HITES
7698389000.0,8428516000.0,8310446000.0,146000.0,0.02899,0.02858,128536000.0,7785932000.0,,,7157058000.0,45865000.0,,725827000.0,6400951000.0,11359504000.0,207533000.0,141772000.0,1423701000.0,9220540000.0,7618165000.0,,,,30382522000.0,,6342000.0,39603062000.0,728795000.0,31982705000.0,290730312.0,1074340000.0,290730312.0,-149372000.0,21357849000.0,-20525421000.0,,,7157058000.0,968386000.0,,13042158000.0,,114301000.0,,,527565000.0,,,201712,IACSA
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201712,IACSA
509536405000.0,142247935000.0,142247935000.0,73529226000.0,,,6084902000.0,592919710000.0,2532452000.0,,199309573000.0,55323690000.0,,115876089000.0,,188626913000.0,74401330000.0,31115703000.0,19803208000.0,151737073000.0,1104556413000.0,,1373386000.0,5531516000.0,1917633912000.0,307581431000.0,227084499000.0,2069370985000.0,237819145000.0,593488151000.0,0.0,3925378000.0,0.0,209351533000.0,-113828958000.0,-141841373000.0,,,199309573000.0,57101179000.0,622475000.0,137595247000.0,,111728147000.0,1804280000.0,,12646693000.0,,55930210000.0,201712,IAM
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,10.0,10.0,12.0,10.0,12.0,11.0,201712,IAM
357690991200.0,-5552450400.0,-5552450400.0,,,,,424887838400.0,,,351333212000.0,,,53921422400.0,,559866400.0,5130467200.0,1674296000.0,34660200000.0,270326074400.0,210179452800.0,1252312800.0,17946786400.0,,220288867200.0,11907956800.0,3475868800.0,490614941600.0,115562031200.0,280435488800.0,3983886864.0,102054023200.0,3983886864.0,53876724000.0,-25399297600.0,-9579094400.0,,,351333212000.0,25079590400.0,23485600.0,11364000.0,153792800.0,98518304000.0,,,8104804800.0,,22543145600.0,201712,IANSA
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201712,IANSA
797246131000.0,135504307000.0,40224274000.0,6126025000.0,,,4907449000.0,993118309000.0,,,279093847000.0,140186771000.0,,133862069000.0,640358860000.0,44113804000.0,29894183000.0,23851328000.0,27534829000.0,265683526000.0,7965975622000.0,58648833000.0,15980496000.0,11471113000.0,704141517000.0,2334322000.0,15493271000.0,8777355389000.0,270698313000.0,735559871000.0,100000000.0,4284936000.0,100000000.0,2569684000.0,30675413000.0,-142298625000.0,,6442641000.0,279093847000.0,161976881000.0,3632368000.0,75414637000.0,-4605967000.0,138261383000.0,,,,10416353000.0,,201712,ILC
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,12.0,10.0,12.0,201712,ILC
138350967000.0,11888289000.0,11888289000.0,,,,579352000.0,135081341000.0,,,43986422000.0,,,30854202000.0,98736723000.0,15429485000.0,5810289000.0,3036052000.0,14325548000.0,64494967000.0,90861354000.0,548000.0,,,95362472000.0,,714156000.0,159857439000.0,43571773000.0,68996085000.0,80569410.0,1135387000.0,80574510.0,14891022000.0,-8231940000.0,-8997392000.0,,,43986422000.0,71813360000.0,,6467164000.0,,46197759000.0,,,6797700000.0,,71813360000.0,201712,INDISA
11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,11.0,201712,INDISA
18240618000.0,-677869000.0,-677869000.0,,,,,19395092000.0,,,20278253000.0,449041000.0,,3466621000.0,16765900000.0,-1137053000.0,864512000.0,,401037000.0,6236637000.0,14155512000.0,,126661000.0,138047000.0,18739395000.0,,,24976032000.0,9399566000.0,10820520000.0,900000000.0,3110374000.0,900000000.0,-1254977000.0,-623182000.0,2236498000.0,,,20278253000.0,,,,,2419759000.0,,,399976000.0,,2694822000.0,201712,INFODEMA 
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,11.0,201712,INFODEMA 
155546068000.0,5864063000.0,5864063000.0,2000.0,,,207836000.0,161834606000.0,551123000.0,,115833716000.0,198473000.0,,18860440000.0,143280336000.0,7086104000.0,1358506000.0,1428741000.0,6551192000.0,33839197000.0,50958679000.0,,53811000.0,705544000.0,49520626000.0,1493665000.0,1220043000.0,83359823000.0,33334581000.0,32401131000.0,890000000.0,1941433000.0,890000000.0,9251755000.0,-12489341000.0,496072000.0,,,115833716000.0,36978138000.0,346558000.0,1427710000.0,,16579492000.0,,,3938081000.0,1271133000.0,40675678000.0,201712,INGEVEC
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,INGEVEC
17345000.0,-6574000.0,-6574000.0,,,,,20640000.0,,,13270000.0,,,3416000.0,7070000.0,-6574000.0,7070000.0,,7858000.0,7898000.0,11335000.0,,,,417224000.0,,,425122000.0,3416000.0,413787000.0,872.0,,872.0,1860000.0,,,,,13270000.0,,,,,,,,,,,201712,INMOBVINA
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,201712,INMOBVINA
54087336800.0,-2044004800.0,-2044004800.0,,,,,54832057600.0,,,49699317600.0,,,6835067200.0,48873533600.0,-3112978400.0,1449288800.0,-2044004800.0,263644800.0,17268734400.0,31657073600.0,,125761600.0,341677600.0,19862756800.0,,,37131491200.0,17383132000.0,5474417600.0,584630145.0,8066924800.0,584630145.0,632596000.0,-4011492000.0,1146248800.0,,,49699317600.0,4608480800.0,,,,7678276000.0,,,254553600.0,,,201712,INTASA
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201712,INTASA
57110160800.0,10180628800.0,10180628800.0,3229648800.0,,,,62930801600.0,,,31000992000.0,,,1150794400.0,33391977600.0,11632190400.0,,,28651674400.0,35934483200.0,147288804000.0,9091200.0,2449320800.0,,246969266400.0,,133337600.0,282903749600.0,21901458400.0,120609920000.0,914418949.0,805328800.0,914418949.0,26943286400.0,-41120255200.0,1631112800.0,,,31000992000.0,3769060000.0,,4882732000.0,,362890400.0,,,9486667200.0,,,201712,INTEROCEAN
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201712,INTEROCEAN
2916760000.0,27550124000.0,27550124000.0,-757600.0,,,444711200.0,2772816000.0,,2353105600.0,2170524000.0,,,7469178400.0,1417469600.0,27219052800.0,420468000.0,-2406137600.0,3712240000.0,18138459200.0,50577376000.0,1291708000.0,,218188800.0,500985728000.0,1422015200.0,6428236000.0,519124187200.0,17333888000.0,468547568800.0,149448112.0,,149448112.0,14817898400.0,-2659176000.0,-12642828800.0,,,2170524000.0,1646264800.0,,2971307200.0,-66668800.0,303797600.0,,,1874302400.0,,896998400.0,201712,INVERCAP
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,12.0,11.0,201712,INVERCAP
42143772800.0,-78032800.0,-78032800.0,-2272800.0,,,,41176317600.0,,,36005697600.0,,,4075130400.0,,686385600.0,516683200.0,,851542400.0,20553688000.0,32985146400.0,613656000.0,318949600.0,151520000.0,39026248800.0,,193945600.0,59579936800.0,13089055200.0,26581911200.0,298774203.0,8678308000.0,298774203.0,4284228000.0,-1915212800.0,-1296253600.0,,,36005697600.0,1457622400.0,,,-636384000.0,7346447200.0,,,851542400.0,,1457622400.0,201712,INVERFOODS
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,11.0,201712,INVERFOODS
29021000.0,211354000.0,211354000.0,,,,23334000.0,,,,116639000.0,,,10452000.0,,165074000.0,,,421582000.0,423000000.0,1747990000.0,,,,7244501000.0,,,7667501000.0,77816000.0,5919511000.0,714876101.0,,714876101.0,-94444000.0,-217376000.0,-193017000.0,,,116639000.0,,,193017000.0,,,,,12982000.0,408600000.0,,201712,INVERNOVA
11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,11.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,201712,INVERNOVA
2272800.0,27513001600.0,27513001600.0,,0.0016,0.0016,97730400.0,2272800.0,,,2015973600.0,,,15909600.0,,26397056800.0,757600.0,343950400.0,6711578400.0,9657127200.0,19406681600.0,,,40152800.0,396923307200.0,,,406580434400.0,1115944800.0,387173752800.0,22422000000.0,,22422000000.0,1372013600.0,6016859200.0,-3788000000.0,,,2015973600.0,122731200.0,6323687200.0,,107579200.0,,,,163641600.0,,158338400.0,201712,INVEXANS
11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,12.0,10.0,12.0,11.0,201712,INVEXANS
2772935000.0,2513263000.0,2513263000.0,,108.8,108.8,,,,,20352000.0,,,1863820000.0,25934000.0,2513300000.0,156000.0,,445739000.0,897081000.0,16057840000.0,,,5571000.0,58012276000.0,,,58909357000.0,1869391000.0,42851517000.0,23100000.0,,23100000.0,45555000.0,-18000.0,,,,20352000.0,189974000.0,,,,,,,1093000.0,444596000.0,75874000.0,201712,INVIESPA
11.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,11.0,201712,INVIESPA
72615626000.0,6591332000.0,6591332000.0,132539000.0,,,,90896949000.0,,,51819980000.0,,,6220906000.0,55309473000.0,6876015000.0,,,12191376000.0,25606229000.0,32560807000.0,422567000.0,2223002000.0,3361938000.0,45164548000.0,142844000.0,845805000.0,70770777000.0,16059106000.0,37040426000.0,,3231392000.0,,1703715000.0,-1231387000.0,-2347347000.0,,,51819980000.0,35399025000.0,4489968000.0,1978619000.0,,,,,,,,201712,IPAL
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,201712,IPAL
1346850000.0,2069890000.0,2069890000.0,,,,,1273156000.0,,,672570000.0,306017000.0,,127965000.0,242149000.0,2608790000.0,,,1699869000.0,1984598000.0,11202041000.0,,11366000.0,7106000.0,69574513000.0,,76000000.0,71559111000.0,311671000.0,60357070000.0,5686257343.0,,5686257343.0,288261000.0,55942000.0,-703887000.0,,,672570000.0,62951000.0,,702774000.0,634000.0,,,,,,,201712,ISANPA
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,201712,ISANPA
194919741000.0,-10947215000.0,-10947215000.0,-464099000.0,-1252.0,-1252.0,,250480712000.0,,,198529101000.0,,,55424378000.0,168771262000.0,-14862205000.0,10267684000.0,7231578000.0,4201318000.0,115025630000.0,249868753000.0,7989920000.0,1851928000.0,,287582333000.0,,9467290000.0,402607963000.0,97973676000.0,150484634000.0,8375856.0,2897955000.0,8375856.0,22660120000.0,-25693315000.0,4648193000.0,,,198529101000.0,,,443428000.0,,86907050000.0,,,3324949000.0,72000000.0,91709336000.0,201712,LAS CONDES
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,LAS CONDES
468355277000.0,42658786000.0,42658786000.0,103231000.0,,,,459106537000.0,,,262896183000.0,74321931000.0,,40499302000.0,312934965000.0,58660429000.0,21625330000.0,,6929613000.0,67804995000.0,247291973000.0,,311034000.0,2105527000.0,322864236000.0,13832769000.0,9413714000.0,390669231000.0,53852837000.0,142045561000.0,113574515.0,21974501000.0,126193906.0,74890762000.0,-46193898000.0,-39730224000.0,,,262896183000.0,34364235000.0,45621000.0,32255163000.0,-159004000.0,33330324000.0,,,5441585000.0,1181724000.0,,201712,LIPIGAS
11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201712,LIPIGAS
14391175000.0,1117702000.0,1117702000.0,358000.0,447.08,447.08,,14488789000.0,,,9726061000.0,2315931000.0,,2246567000.0,11382412000.0,1450083000.0,622355000.0,,377818000.0,4672440000.0,4727594000.0,,22566000.0,4895000.0,14118404000.0,,3082309000.0,18790844000.0,3576749000.0,14061206000.0,2500000.0,3549000.0,2500000.0,1833412000.0,-1100567000.0,-654553000.0,,,9726061000.0,959779000.0,,1360488000.0,,3168993000.0,,,375814000.0,,,201712,LITORAL
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,12.0,201712,LITORAL
7283495943200.0,152060926400.0,152060926400.0,34402616000.0,,,,,,,5093127368800.0,169479665600.0,,1284285035200.0,5637944802400.0,283507556800.0,758831100000.0,-297953473600.0,865182230400.0,2837590042400.0,11008485593600.0,424194634400.0,167572028800.0,,11403753544800.0,2024723880000.0,1225226327200.0,14241343587200.0,4426440126400.0,3163805026400.0,606407693.0,179298161600.0,608374525.0,1262722224000.0,-217750907200.0,-893277068800.0,,,5093127368800.0,1481342856000.0,38877001600.0,50487979200.0,-5722152800.0,824183191200.0,,,431621387200.0,22468900800.0,1533105118400.0,201712,LTM (ex LAN)
11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,LTM (ex LAN)
280471520000.0,109475156000.0,109475156000.0,3497015000.0,54.07,54.07,,341287495000.0,,,52904050000.0,45465640000.0,,59007167000.0,61103004000.0,143808138000.0,38621679000.0,,28040367000.0,168947316000.0,1478477606000.0,702630000.0,35502842000.0,9033022000.0,3053150085000.0,357778000.0,3949345000.0,3222097401000.0,176351235000.0,1622757621000.0,1960000000.0,,1960000000.0,196107707000.0,-162237471000.0,-28468835000.0,,,52904050000.0,25003789000.0,,37431225000.0,902557000.0,46725128000.0,,,9114713000.0,35740000.0,19880812000.0,201712,MALLPLAZA
11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,11.0,201712,MALLPLAZA
76169892000.0,1972138000.0,1972138000.0,522612000.0,2.88,2.88,184075000.0,82355453000.0,,,38633211000.0,,,9867994000.0,60284604000.0,2203782000.0,,2784197000.0,9719594000.0,110018172000.0,139625795000.0,,120674000.0,664904000.0,179629958000.0,419078000.0,603550000.0,289648130000.0,73358827000.0,112220500000.0,0.0,76796138000.0,591555986.0,31068240000.0,-2107620000.0,-34251022000.0,,,38633211000.0,12423727000.0,,1329662000.0,,314385000.0,120525000.0,,3955302000.0,5264049000.0,,201712,MANQUEHUE
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,12.0,11.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,10.0,10.0,12.0,10.0,10.0,12.0,201712,MANQUEHUE
70058000.0,38170916000.0,38170916000.0,,,,,,,,513960000.0,,,531279000.0,776172000.0,38170916000.0,,,1011464000.0,76235450000.0,6290175000.0,72098128000.0,,11899000.0,37527370000.0,,,113762820000.0,590175000.0,107472645000.0,2815004995.0,,2815004995.0,1330906000.0,-6006687000.0,3999380000.0,,,513960000.0,63813000.0,,,,,,,5242000.0,1004222000.0,,201712,MARINSA
11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,11.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,201712,MARINSA
801096846400.0,-271716270400.0,-271716270400.0,-86142150400.0,,,8099501600.0,760892529600.0,,,559568663200.0,48937172000.0,,58587480800.0,644332739200.0,-292835128000.0,43612759200.0,55810119200.0,32128300800.0,468596055200.0,633271021600.0,39380805600.0,1996276000.0,575018400.0,756369657600.0,5556238400.0,875785600.0,1224965712800.0,258865101600.0,743776830400.0,7839105291.0,74803151200.0,7839105291.0,53406254400.0,74595568800.0,-144268252800.0,,,559568663200.0,80569244800.0,88639200.0,,-401528000.0,63211871200.0,,,23859096800.0,731084000.0,,201712,MASISA
11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,10.0,10.0,12.0,201712,MASISA
183014487000.0,8312933000.0,8526060000.0,,,,,264058291000.0,,,192884183000.0,15187953000.0,,36954503000.0,112125881000.0,12795729000.0,,,8578827000.0,64065726000.0,98763002000.0,,4089677000.0,3331767000.0,233870459000.0,49958968000.0,16428162000.0,297936185000.0,57699906000.0,199173183000.0,279453788443.0,16663933000.0,279453788443.0,36053818000.0,-4884641000.0,-28937898000.0,,,192884183000.0,22097473000.0,3768361000.0,18205657000.0,274944000.0,,,,,,,201712,MELON
11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,10.0,11.0,11.0,12.0,12.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,201712,MELON
